-0.052823484	0.08709213	0.065547094	-0.026436822	0.12341392	-0.003994704	-0.008833042	-0.012983673	0.017487034	0.022378055	0.017509375	-0.011272212	0.07495543	0.03217688	0.02876023	-0.07197972
0.012210932	0.045624353	0.07706328	-0.01751587	0.14798892	0.024180828	-0.024640707	-0.051190935	0.00639395	0.03893025	0.021474196	-0.035695493	0.103397615	0.006070823	-0.035721052	0.032672595
0.05664908	-0.027518136	0.024131723	0.06791591	0.12651098	-0.07349217	0.034062225	-0.0075455685	0.0482869	0.048235692	0.018275611	-0.07791577	0.056674544	-0.023578908	-0.008366657	-0.07284998
-0.041828446	0.02565211	0.03071671	0.004547532	0.041220624	0.03877497	0.014768884	-0.059068274	0.012846201	-0.018459814	0.003591968	-0.06412711	0.030429197	0.0048928466	-0.015137386	-0.0782388
0.030041441	0.054268565	0.03480329	-0.038813148	0.12710966	-0.03866834	0.029701285	0.024287842	0.009624406	0.024062127	-0.0017956158	-0.009163177	0.042652376	-0.027300293	-0.055882316	-0.03354057
-0.0076618847	-0.0057846336	0.057030533	-0.056979753	0.08123392	-0.00762304	-0.0111235725	0.03723448	-0.052522346	0.048975915	0.052524265	-0.0950719	0.052639984	0.06311024	-0.0017846602	-0.02732118
0.0018972172	0.06657793	0.027221188	0.05247823	0.19771305	0.02127839	-0.0027688306	-0.069839425	-0.035751488	-0.018453531	-0.030202193	-0.0010471143	0.09204999	-0.07032432	-0.0231566	-0.06780737
-0.016241224	0.02286301	-0.040627368	-0.06669928	0.07576045	0.02984385	0.029754603	-0.05016833	-0.032996256	0.019224584	-0.03355273	-0.111356735	0.03938978	-0.00612916	-0.031392746	-0.024471385
-0.006304744	-0.0035416773	0.012362308	0.022431307	0.058123175	0.009994683	0.015016921	-0.1065836	-0.10690146	0.028147241	-0.037587732	-0.0333085	0.037039526	0.047597043	0.0410257	-0.03048246
0.011008383	-0.02153862	0.0038251656	0.04864867	0.118284844	0.04757982	0.0309911	-0.10559356	0.017051615	-0.015487604	-0.014097896	-0.07049734	0.10419328	-0.01988955	-0.005275882	0.0039975755
-0.07603837	0.028671358	0.040829673	0.06325703	0.1259687	0.012612921	0.024852052	-0.022422103	-0.016806845	0.019804986	0.027971009	-0.023472806	0.030606776	-0.018815933	0.023239939	-0.013070379
-0.03705073	0.00975384	0.084948346	-0.026583027	0.086838804	-0.025367334	0.025975505	-0.061028827	-0.014558983	0.022225928	-0.020725798	-0.06099201	0.14403366	-0.026933437	0.0046697734	-0.09257467
